repository,path,final_state,is_alive,first_month,last_activity_month,lifespan_months
ros-perception/image_common,Running(6m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(6m)-Dead(2m)-Running(4m)-Dead(2m)-Running(5m)-Dead(2m)-Running(2m)-Dead(1m)-Running(6m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(2m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(5m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(7m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(2m)-Zombie(5m)-Running(3m)-Zombie(3m)-Running(2m)-Dead(1m)-Zombie(4m)-Running(4m)-Zombie(2m)-Running(5m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(5m)-Zombie(1m)-Running(7m)-Dead(1m)-Running(4m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(1m)-Zombie(1m),Zombie,True,2009-09,2026-03,199
ros-perception/image_pipeline,Running(13m)-Dead(1m)-Running(11m)-Dead(1m)-Running(4m)-Dead(1m)-Running(2m)-Dead(1m)-Running(15m)-Zombie(1m)-Running(13m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(8m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(4m)-Running(2m)-Zombie(2m)-Running(6m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(8m)-Zombie(1m)-Running(7m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(6m)-Zombie(2m)-Running(9m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(2m)-Zombie(7m)-Running(14m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Dead(1m),Dead,True,2009-08,2026-02,200
ros-perception/image_transport_plugins,Running(7m)-Dead(1m)-Running(3m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(21m)-Running(5m)-Dead(1m)-Running(2m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(3m)-Dead(6m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(1m)-Dead(7m)-Running(2m)-Dead(3m)-Zombie(2m)-Dead(13m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(3m)-Running(5m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Running(2m)-Zombie(3m)-Dead(1m)-Zombie(6m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(7m)-Dead(2m)-Running(1m)-Dead(2m),Dead,True,2009-09,2026-01,199
ros-perception/imu_pipeline,Running(1m)-Dead(6m)-Running(2m)-Dead(2m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(9m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(9m)-Running(1m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(16m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(21m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Running(2m)-Dead(7m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(6m),Dead,True,2012-12,2025-09,160
ros-perception/laser_filters,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(7m)-Running(1m)-Dead(10m)-Running(2m)-Dead(1m)-Running(1m)-Dead(5m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(3m)-Dead(4m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(8m)-Running(1m)-Zombie(1m)-Running(6m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Dead(1m)-Zombie(3m)-Dead(3m)-Running(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(4m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(5m)-Zombie(3m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(2m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(2m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(9m)-Zombie(1m)-Running(1m)-Dead(2m),Dead,True,2009-09,2026-01,199
ros-perception/laser_geometry,Running(2m)-Dead(1m)-Running(3m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(2m)-Dead(9m)-Running(2m)-Dead(7m)-Running(4m)-Dead(2m)-Running(1m)-Dead(2m)-Running(2m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(2m)-Running(2m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(8m)-Running(1m)-Zombie(2m)-Dead(14m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(2m)-Dead(2m)-Running(1m)-Zombie(2m)-Running(2m)-Dead(2m)-Running(4m)-Dead(2m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(4m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Dead(3m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(4m),Dead,True,2009-09,2025-11,199
ros-perception/laser_proc,Running(1m)-Dead(8m)-Running(1m)-Dead(2m)-Running(1m)-Dead(29m)-Zombie(1m)-Dead(12m)-Running(1m)-Dead(8m)-Running(2m)-Dead(9m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(42m)-Running(1m)-Dead(8m)-Zombie(1m)-Dead(10m),Dead,False,2013-03,2025-05,157
ros-perception/pcl_msgs,Running(2m)-Dead(6m)-Running(2m)-Dead(1m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(12m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(10m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Running(1m)-Dead(8m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(10m)-Zombie(1m)-Dead(11m)-Zombie(2m)-Dead(13m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(12m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(1m),Dead,True,2012-11,2026-02,161
ros-perception/perception_open3d,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(4m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(4m)-Running(1m)-Dead(12m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(4m),Dead,True,2020-07,2025-11,69
ros-perception/perception_pcl,Running(2m)-Dead(1m)-Running(10m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(4m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(3m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(2m)-Running(3m)-Zombie(10m)-Running(1m)-Zombie(5m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(2m)-Zombie(4m)-Running(5m)-Zombie(4m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(4m)-Zombie(1m)-Running(3m)-Zombie(3m)-Dead(1m)-Running(1m)-Zombie(4m)-Running(6m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(2m)-Dead(1m),Dead,True,2012-09,2026-02,163
ros-perception/point_cloud_transport,Running(2m)-Dead(44m)-Running(6m)-Dead(1m)-Running(8m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(5m)-Dead(1m)-Running(3m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m),Dead,True,2019-07,2026-02,81
ros-perception/pointcloud_to_laserscan,Running(1m)-Dead(3m)-Running(1m)-Dead(9m)-Zombie(5m)-Dead(3m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(3m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(11m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Dead(3m)-Zombie(6m)-Dead(1m)-Running(1m)-Zombie(6m)-Running(1m)-Zombie(6m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(5m),Dead,True,2015-06,2025-10,130
ros-perception/vision_msgs,Running(2m)-Dead(4m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(2m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(2m)-Running(2m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(3m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(3m)-Running(2m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m),Dead,True,2017-05,2026-01,107
ros-perception/vision_opencv,Running(8m)-Dead(1m)-Running(12m)-Dead(1m)-Running(5m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(3m)-Dead(1m)-Running(5m)-Dead(1m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(5m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(17m)-Zombie(2m)-Running(6m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(5m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(4m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(6m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(3m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(6m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(4m)-Dead(1m)-Zombie(1m)-Running(2m)-Zombie(8m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(3m),Dead,True,2009-06,2025-12,202
ros-planning/navigation_msgs,Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(20m)-Running(1m)-Dead(11m)-Zombie(2m)-Dead(11m)-Zombie(1m)-Dead(13m)-Running(1m)-Dead(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(12m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Zombie(1m)-Running(1m)-Dead(3m)-Running(1m)-Zombie(2m)-Dead(2m)-Running(2m)-Dead(2m)-Running(1m)-Dead(2m),Dead,True,2012-10,2026-01,162
ros-simulation/simulation_interfaces,Running(1m)-Zombie(2m)-Running(6m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(3m),Zombie,True,2024-12,2026-03,16
ros-sports/game_controller_spl,Running(2m)-Dead(2m)-Zombie(2m)-Dead(4m)-Zombie(2m)-Dead(1m)-Running(2m)-Dead(4m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(7m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Zombie(1m)-Dead(8m),Dead,False,2022-05,2025-07,47
ros-sports/nao_lola,Running(2m)-Dead(5m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(3m)-Zombie(1m)-Dead(3m)-Running(6m)-Zombie(1m)-Running(3m)-Dead(3m)-Running(1m)-Dead(9m)-Zombie(1m)-Dead(13m),Dead,False,2021-07,2025-02,57
ros-sports/r2r_spl,Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(4m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(9m)-Zombie(1m)-Dead(3m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(4m),Dead,True,2022-06,2025-11,46
ros-sports/rcss3d_agent,Running(2m)-Dead(1m)-Running(4m)-Dead(7m)-Running(1m)-Dead(2m)-Running(2m)-Dead(10m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(9m),Dead,False,2022-01,2025-06,51
ros-sports/rcss3d_nao,Running(2m)-Dead(1m)-Running(4m)-Dead(7m)-Running(1m)-Dead(2m)-Running(4m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(9m),Dead,False,2022-01,2025-06,51
ros-sports/ros_image_to_qimage,Running(2m)-Dead(3m)-Running(3m)-Zombie(1m)-Running(2m)-Dead(4m)-Running(1m)-Dead(2m)-Running(2m)-Dead(17m)-Zombie(2m)-Dead(3m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(1m),Dead,True,2021-12,2026-02,52
ros-sports/rqt_image_overlay,Running(13m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(2m)-Dead(11m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(1m),Dead,True,2021-10,2026-02,54
ros-sports/soccer_interfaces,Running(2m)-Zombie(1m)-Dead(2m)-Running(5m)-Zombie(1m)-Dead(7m)-Running(1m)-Dead(2m)-Running(2m)-Dead(8m)-Running(1m)-Dead(7m)-Running(1m)-Dead(1m)-Running(1m)-Dead(13m),Dead,False,2021-09,2025-02,55
ros-sports/soccer_vision_3d_rviz_markers,Running(2m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(1m)-Running(3m)-Dead(6m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(13m),Dead,False,2022-06,2025-02,46
ros-sports/vision_msgs_layers,Running(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Dead(17m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(9m),Dead,False,2022-04,2025-06,48
ros-teleop/teleop_tools,Running(1m)-Dead(1m)-Running(6m)-Dead(4m)-Running(4m)-Dead(2m)-Running(2m)-Dead(2m)-Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(2m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(9m)-Running(3m)-Dead(4m)-Zombie(3m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(4m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(3m)-Running(1m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(3m)-Dead(3m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Running(3m)-Zombie(4m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(2m)-Dead(2m),Dead,True,2013-08,2026-01,152
ros-teleop/twist_mux,Running(1m)-Dead(4m)-Running(2m)-Dead(4m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(3m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(10m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(8m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(8m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(3m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(5m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(3m)-Dead(1m)-Running(1m)-Zombie(1m),Zombie,True,2014-11,2026-03,137
ros-teleop/twist_mux_msgs,Running(1m)-Dead(4m)-Running(2m)-Dead(13m)-Running(1m)-Dead(22m)-Running(1m)-Dead(35m)-Zombie(1m)-Dead(22m)-Running(1m)-Dead(1m)-Running(1m)-Dead(32m),Dead,False,2014-11,2023-07,137
ros-tooling/graph-monitor,Running(2m)-Dead(2m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(1m),Dead,True,2024-10,2026-02,18
ros-tooling/keyboard_handler,Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(7m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m),Dead,True,2021-05,2026-02,59
ros-tooling/launch_frontend_py,Running(2m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(5m),Dead,True,2025-05,2025-10,11
ros-tooling/libstatistics_collector,Running(10m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(3m)-Dead(1m)-Running(5m)-Dead(3m)-Zombie(1m)-Running(3m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(2m)-Zombie(4m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(5m)-Dead(1m)-Zombie(1m),Zombie,True,2020-04,2026-03,72
ros-tooling/rosbag2_broll,Running(2m)-Dead(1m)-Running(1m)-Dead(3m)-Running(2m)-Dead(8m)-Zombie(1m)-Running(2m)-Dead(5m)-Running(1m)-Dead(4m),Dead,True,2023-10,2025-11,30
ros-tooling/topic_tools,Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(3m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(6m)-Running(5m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(3m)-Dead(3m),Dead,True,2021-04,2025-12,60
ros-tracing/tracetools_analysis,Running(8m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(3m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(7m)-Running(1m)-Dead(2m)-Zombie(2m)-Running(1m)-Dead(9m)-Running(3m)-Dead(6m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(4m),Dead,True,2019-06,2025-11,82
ros-visualization/interactive_marker_twist_server,Running(5m)-Dead(1m)-Running(5m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(4m)-Running(5m)-Dead(3m)-Running(5m)-Dead(3m)-Running(1m)-Dead(14m)-Running(1m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(13m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Dead(14m)-Zombie(2m)-Dead(1m)-Running(2m)-Dead(7m)-Running(3m)-Dead(3m)-Running(1m)-Dead(5m)-Zombie(2m)-Dead(1m)-Running(3m)-Dead(5m)-Zombie(1m)-Dead(12m)-Zombie(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(10m),Dead,False,2011-02,2025-05,182
