full_name,repo_url,distros,n_distros,n_packages_total,resolved_via_breakdown
Boeing/gazebo_no_physics_plugin,https://github.com/Boeing/gazebo_no_physics_plugin.git,humble,1,1,rosdistro_release_packages:1
Boeing/gazebo_planar_move_plugin,https://github.com/Boeing/gazebo_planar_move_plugin.git,humble,1,1,rosdistro_release_packages:1
Boeing/gazebo_set_joint_positions_plugin,https://github.com/Boeing/gazebo_set_joint_positions_plugin.git,humble,1,1,rosdistro_release_packages:1
ros-planning/geometric_shapes,https://github.com/ros-planning/geometric_shapes.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ament/google_benchmark_vendor,https://github.com/ament/google_benchmark_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/graph_msgs,https://github.com/PickNikRobotics/graph_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mikeferguson/grasping_msgs,https://github.com/mikeferguson/grasping_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/grbl_msgs,https://github.com/flynneva/grbl_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/grbl_ros,https://github.com/flynneva/grbl_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
NVIDIA-ISAAC-ROS/greenwave_monitor,https://github.com/NVIDIA-ISAAC-ROS/greenwave_monitor.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ethz-asl/grid_map_geo,https://github.com/ethz-asl/grid_map_geo.git,humble,1,1,rosdistro_repo_key_name_match:1
ros-drivers/gscam,https://github.com/ros-drivers/gscam.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
borglab/gtsam,https://github.com/borglab/gtsam.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MRPT/gtsam2mrpt_serial,https://github.com/MRPT/gtsam2mrpt_serial.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/hash_library_vendor,https://github.com/tier4/hash_library_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
hatchbed/hatchbed_common,https://github.com/hatchbed/hatchbed_common.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/heaphook,https://github.com/tier4/heaphook.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
HebiRobotics/hebi_cpp_api_ros,https://github.com/HebiRobotics/hebi_cpp_api_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
HebiRobotics/hebi_msgs,https://github.com/HebiRobotics/hebi_msgs.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
damanikjosh/heightmap_spawner,https://github.com/damanikjosh/heightmap_spawner.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
pal-robotics/hey5_description,https://github.com/pal-robotics/hey5_description.git,humble,1,1,rosdistro_release_packages:1
li9i/hitch-estimation-apriltag-array,https://github.com/li9i/hitch-estimation-apriltag-array.git,humble|jazzy,2,1,rosdistro_release_packages:2
ROBOTIS-GIT/hls_lfcd_lds_driver,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
marcosvcr/hokuyo_node2,https://github.com/marcosvcr/hokuyo_node2.git,humble,1,1,rosdistro_repo_key_name_match:1
zengxiaolei/homing_local_planner,https://github.com/zengxiaolei/homing_local_planner.git,humble,1,1,rosdistro_repo_key_name_match:1
ros4hri/hri_actions_msgs,https://github.com/ros4hri/hri_actions_msgs.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros4hri/hri_face_body_matcher,https://github.com/ros4hri/hri_face_body_matcher.git,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_face_detect,https://github.com/ros4hri/hri_face_detect.git,humble,1,1,rosdistro_repo_key_name_match:1
ros4hri/hri_msgs,https://github.com/ros4hri/hri_msgs.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros4hri/hri_privacy_msgs,https://github.com/ros4hri/hri_privacy_msgs.git,humble,1,1,rosdistro_release_packages:1
ros4hri/hri_rviz,https://github.com/ros4hri/hri_rviz.git,humble,1,1,rosdistro_release_packages:1
ros4hri/human_description,https://github.com/ros4hri/human_description.git,humble,1,1,rosdistro_release_packages:1
husarion/husarion_components_description,https://github.com/husarion/husarion_components_description.git,humble|jazzy,2,1,rosdistro_release_packages:2
ignition-release/ignition_cmake2_vendor,https://github.com/ignition-release/ignition_cmake2_vendor.git,humble,1,1,rosdistro_release_packages:1
ignition-release/ignition_math6_vendor,https://github.com/ignition-release/ignition_math6_vendor.git,humble,1,1,rosdistro_release_packages:1
Nathan85001/imu_calib,https://github.com/Nathan85001/imu_calib.git,humble,1,1,rosdistro_release_packages:1
ros-visualization/interactive_marker_twist_server,https://github.com/ros-visualization/interactive_marker_twist_server.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/interactive_markers,https://github.com/ros-visualization/interactive_markers.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
iRobotEducation/irobot_create_msgs,https://github.com/iRobotEducation/irobot_create_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
JafarAbdi/jacro,https://github.com/JafarAbdi/jacro.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
joshnewans/joy_tester,https://github.com/joshnewans/joy_tester.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
jrl-umi3218/jrl-cmakemodules,https://github.com/jrl-umi3218/jrl-cmakemodules.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/kdl_parser,https://github.com/ros/kdl_parser.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/keyboard_handler,https://github.com/ros-tooling/keyboard_handler.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
qleonardolp/kinematic_pose_msgs,https://github.com/qleonardolp/kinematic_pose_msgs.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
justagist/kinematics_interface_pinocchio,https://github.com/justagist/kinematics_interface_pinocchio.git,humble,1,1,rosdistro_release_packages:1
kobuki-base/kobuki_core,https://github.com/kobuki-base/kobuki_core.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
kobuki-base/kobuki_ros,https://github.com/kobuki-base/kobuki_ros.git,humble,1,1,rosdistro_repo_key_name_match:1
kobuki-base/kobuki_ros_interfaces,https://github.com/kobuki-base/kobuki_ros_interfaces.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
kobuki-base/kobuki_velocity_smoother,https://github.com/kobuki-base/kobuki_velocity_smoother.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_filters,https://github.com/ros-perception/laser_filters.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_geometry,https://github.com/ros-perception/laser_geometry.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/laser_proc,https://github.com/ros-perception/laser_proc.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/laser_segmentation,https://github.com/ajtudela/laser_segmentation.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/launch_frontend_py,https://github.com/ros-tooling/launch_frontend_py.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/launch_pal,https://github.com/pal-robotics/launch_pal.git,humble|jazzy,2,1,rosdistro_release_packages:2
PickNikRobotics/launch_param_builder,https://github.com/PickNikRobotics/launch_param_builder.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/ld08_driver,https://github.com/ROBOTIS-GIT/ld08_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
lgsvl/lgsvl_msgs,https://github.com/lgsvl/lgsvl_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
analogdevicesinc/libaditof,https://github.com/analogdevicesinc/libaditof.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
ros-event-camera/libcaer_driver,https://github.com/ros-event-camera/libcaer_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/libcaer_vendor,https://github.com/ros-event-camera/libcaer_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AutonomyLab/libcreate,https://github.com/AutonomyLab/libcreate.git,humble,1,1,rosdistro_release_packages:1
frankaemika/libfranka,https://github.com/frankaemika/libfranka.git,humble,1,1,rosdistro_release_packages:1
ethz-asl/libnabo,https://github.com/ethz-asl/libnabo.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
norlab-ulaval/libpointmatcher,https://github.com/norlab-ulaval/libpointmatcher.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
IntelRealSense/librealsense,https://github.com/IntelRealSense/librealsense.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-tooling/libstatistics_collector,https://github.com/ros-tooling/libstatistics_collector.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/libyaml_vendor,https://github.com/ros2/libyaml_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/lidar_situational_graphs,https://github.com/snt-arg/lidar_situational_graphs.git,humble,1,1,rosdistro_release_packages:1
clearpathrobotics/LMS1xx,https://github.com/clearpathrobotics/LMS1xx.git,humble|jazzy,2,1,rosdistro_release_packages:2
hatchbed/log_view,https://github.com/hatchbed/log_view.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AutonicsLiDAR/lsc_ros2_driver,https://github.com/AutonicsLiDAR/lsc_ros2_driver.git,humble,1,1,rosdistro_release_packages:1
uos/lvr2,https://github.com/uos/lvr2.git,humble|jazzy,2,1,rosdistro_release_packages:2
Neargye/magic_enum,https://github.com/Neargye/magic_enum.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/navigation_msgs,https://github.com/ros-planning/navigation_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tuw-robotics/marker_msgs,https://github.com/tuw-robotics/marker_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MarvelmindRobotics/marvelmind_ros2_upstream,https://github.com/MarvelmindRobotics/marvelmind_ros2_upstream.git,humble,1,1,rosdistro_release_packages:1
MarvelmindRobotics/marvelmind_ros2_msgs_release,https://github.com/MarvelmindRobotics/marvelmind_ros2_msgs_release.git,humble,1,1,rosdistro_release_packages:1
ros2-gbp/mavlink-gbp-release,https://github.com/ros2-gbp/mavlink-gbp-release.git,humble,1,1,rosdistro_release_packages:1
open-rmf/menge_vendor,https://github.com/open-rmf/menge_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/message_filters,https://github.com/ros2/message_filters.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ika-rwth-aachen/message_tf_frame_transformer,https://github.com/ika-rwth-aachen/message_tf_frame_transformer.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-event-camera/metavision_driver,https://github.com/ros-event-camera/metavision_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
micro-ROS/micro_ros_msgs,https://github.com/micro-ROS/micro_ros_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/mimick_vendor,https://github.com/ros2/mimick_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
DFKI-NI/mir_robot,https://github.com/DFKI-NI/mir_robot.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
MOCAP4ROS2-Project/mocap4r2_msgs,https://github.com/MOCAP4ROS2-Project/mocap4r2_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/mocap_optitrack,https://github.com/ros-drivers/mocap_optitrack.git,humble|jazzy,2,1,rosdistro_release_packages:2
OrebroUniversity/mod,https://github.com/OrebroUniversity/mod.git,humble,1,1,rosdistro_release_packages:1
MOLAorg/mola_common,https://github.com/MOLAorg/mola_common.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_gnss_to_markers,https://github.com/MOLAorg/mola_gnss_to_markers.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_imu_preintegration,https://github.com/MOLAorg/mola_imu_preintegration.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_lidar_odometry,https://github.com/MOLAorg/mola_lidar_odometry.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mola_mapper_2d,https://github.com/MOLAorg/mola_mapper_2d.git,humble,1,1,rosdistro_repo_key_name_match:1
MOLAorg/mola_sm_loop_closure,https://github.com/MOLAorg/mola_sm_loop_closure.git,humble,1,1,rosdistro_repo_key_name_match:1
MOLAorg/mola_test_datasets,https://github.com/MOLAorg/mola_test_datasets.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/moveit_msgs,https://github.com/ros-planning/moveit_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/moveit_visual_tools,https://github.com/ros-planning/moveit_visual_tools.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MOLAorg/mp2p_icp,https://github.com/MOLAorg/mp2p_icp.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mrpt-ros-pkg/mrpt_msgs,https://github.com/mrpt-ros-pkg/mrpt_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MRPT/mrpt_path_planning,https://github.com/MRPT/mrpt_path_planning.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
KIT-MRT/mrt_cmake_modules,https://github.com/KIT-MRT/mrt_cmake_modules.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/mujoco_vendor,https://github.com/pal-robotics/mujoco_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
yukkysaito/multiple_topic_monitor,https://github.com/yukkysaito/multiple_topic_monitor.git,humble,1,1,rosdistro_release_packages:1
MRPT/mvsim,https://github.com/MRPT/mvsim.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
2b-t/myactuator_rmd,https://github.com/2b-t/myactuator_rmd.git,humble,1,1,rosdistro_repo_key_name_match:1
Chroma-CITI/namoros,https://github.com/Chroma-CITI/namoros.git,humble,1,1,rosdistro_repo_key_name_match:1
Chroma-CITI/namosim,https://github.com/Chroma-CITI/namosim.git,humble,1,1,rosdistro_release_packages:1
Simple-Robotics/nanoeigenpy,https://github.com/Simple-Robotics/nanoeigenpy.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ijnek/nao_button_sim,https://github.com/ijnek/nao_button_sim.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-naoqi/nao_meshes2,https://github.com/ros-naoqi/nao_meshes2.git,humble,1,1,rosdistro_release_packages:1
ros-naoqi/naoqi_bridge_msgs2,https://github.com/ros-naoqi/naoqi_bridge_msgs2.git,humble,1,1,rosdistro_release_packages:1
ros-naoqi/naoqi_driver2,https://github.com/ros-naoqi/naoqi_driver2.git,humble,1,1,rosdistro_release_packages:1
ros-naoqi/libqi,https://github.com/ros-naoqi/libqi.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros-naoqi/libqicore,https://github.com/ros-naoqi/libqicore.git,humble,1,1,rosdistro_release_packages:1
koide3/ndt_omp,https://github.com/koide3/ndt_omp.git,humble,1,1,rosdistro_release_packages:1
tier4/nebula,https://github.com/tier4/nebula.git,humble,1,1,rosdistro_repo_key_name_match:1
neobotix/neo_nav2_bringup,https://github.com/neobotix/neo_nav2_bringup.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nerian-vision/nerian_stereo_ros2,https://github.com/nerian-vision/nerian_stereo_ros2.git,humble,1,1,rosdistro_release_packages:1
brow1633/network_bridge,https://github.com/brow1633/network_bridge.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
astuff/network_interface,https://github.com/astuff/network_interface.git,humble,1,1,rosdistro_release_packages:1
ADVRHumanoids/nicla_vision_ros2,https://github.com/ADVRHumanoids/nicla_vision_ros2.git,humble|jazzy,2,1,rosdistro_release_packages:2
open-rmf/nlohmann_json_schema_validator_vendor,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OUXT-Polaris/nmea_hardware_interface,https://github.com/OUXT-Polaris/nmea_hardware_interface.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/nmea_msgs,https://github.com/ros-drivers/nmea_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/nmea_navsat_driver,https://github.com/ros-drivers/nmea_navsat_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/nobleo_socketcan_bridge,https://github.com/nobleo/nobleo_socketcan_bridge.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:2;rosdistro_repo_key_name_match:1
osrf/nodl_to_policy,https://github.com/osrf/nodl_to_policy.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SteveMacenski/nonpersistent_voxel_layer-release,https://github.com/SteveMacenski/nonpersistent_voxel_layer-release.git,humble|jazzy,2,1,rosdistro_release_packages:2
vooon/ntpd_driver,https://github.com/vooon/ntpd_driver.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
LORD-MicroStrain/ntrip_client,https://github.com/LORD-MicroStrain/ntrip_client.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Geson-anko/numpy_ndarray_msgs,https://github.com/Geson-anko/numpy_ndarray_msgs.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
wg-perception/object_recognition_msgs,https://github.com/wg-perception/object_recognition_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
octomap/octomap_msgs,https://github.com/octomap/octomap_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OctoMap/octomap_ros,https://github.com/OctoMap/octomap_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OctoMap/octomap_rviz_plugins,https://github.com/OctoMap/octomap_rviz_plugins.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
gstavrinos/odom_to_tf_ros2,https://github.com/gstavrinos/odom_to_tf_ros2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
olive-robotics/olive-ros2-interfaces,https://github.com/olive-robotics/olive-ros2-interfaces.git,humble,1,1,rosdistro_release_packages:1
ros2-gbp/ompl-release,https://github.com/ros2-gbp/ompl-release.git,humble,1,1,rosdistro_release_packages:1
ros-perception/perception_open3d,https://github.com/ros-perception/perception_open3d.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
reazon-research/openarm_ros2,https://github.com/reazon-research/openarm_ros2.git,humble,1,1,rosdistro_repo_key_name_match:1
ros-event-camera/openeb_vendor,https://github.com/ros-event-camera/openeb_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/openni2_camera,https://github.com/ros-drivers/openni2_camera.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/ortools_vendor-release,https://github.com/ros2-gbp/ortools_vendor-release.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/osqp_vendor,https://github.com/tier4/osqp_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
osrf/osrf_pycommon,https://github.com/osrf/osrf_pycommon.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
osrf/osrf_testing_tools_cpp,https://github.com/osrf/osrf_testing_tools_cpp.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/pal_gazebo_plugins,https://github.com/pal-robotics/pal_gazebo_plugins.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_gazebo_worlds,https://github.com/pal-robotics/pal_gazebo_worlds.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_maps,https://github.com/pal-robotics/pal_maps.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_sea_arm_moveit_config,https://github.com/pal-robotics/pal_sea_arm_moveit_config.git,humble,1,1,rosdistro_release_packages:1
pal-robotics/pal_urdf_utils,https://github.com/pal-robotics/pal_urdf_utils.git,humble,1,1,rosdistro_release_packages:1
stevenlovegrove/Pangolin,https://github.com/stevenlovegrove/Pangolin.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ForteFibre/parameter_expression,https://github.com/ForteFibre/parameter_expression.git,humble|jazzy,2,1,rosdistro_repo_key_name_match:1;rosdistro_release_packages:1
ros-perception/pcl_msgs,https://github.com/ros-perception/pcl_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-naoqi/pepper_meshes2,https://github.com/ros-naoqi/pepper_meshes2.git,humble,1,1,rosdistro_release_packages:1
ros2/performance_test_fixture,https://github.com/ros2/performance_test_fixture.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/ros2_persist_parameter_server,https://github.com/fujitatomoya/ros2_persist_parameter_server.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
vtalpaert/ros2-phone-sensors,https://github.com/vtalpaert/ros2-phone-sensors.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
PickNikRobotics/pick_ik,https://github.com/PickNikRobotics/pick_ik.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/picknik_ament_copyright-release,https://github.com/ros2-gbp/picknik_ament_copyright-release.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
facontidavide/PlotJuggler,https://github.com/facontidavide/PlotJuggler.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
facontidavide/plotjuggler_msgs,https://github.com/facontidavide/plotjuggler_msgs.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PlotJuggler/plotjuggler-ros-plugins,https://github.com/PlotJuggler/plotjuggler-ros-plugins.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/pointcloud_to_laserscan,https://github.com/ros-perception/pointcloud_to_laserscan.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
li9i/pointcloud-to-ply,https://github.com/li9i/pointcloud-to-ply.git,humble|jazzy,2,1,rosdistro_release_packages:2
fmrico/popf,https://github.com/fmrico/popf.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mrpt-ros-pkg/pose_cov_ops,https://github.com/mrpt-ros-pkg/pose_cov_ops.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
bdaiinstitute/proto2ros,https://github.com/bdaiinstitute/proto2ros.git,humble|jazzy,2,1,rosdistro_release_packages:2
Simple-Robotics/proxsuite,https://github.com/Simple-Robotics/proxsuite.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/ptz_action_server,https://github.com/clearpathrobotics/ptz_action_server.git,humble|jazzy,2,1,rosdistro_release_packages:2
PX4/px4_msgs,https://github.com/PX4/px4_msgs.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ros-planning/py_binding_tools,https://github.com/ros-planning/py_binding_tools.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees,https://github.com/splintered-reality/py_trees.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_js,https://github.com/splintered-reality/py_trees_js.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros,https://github.com/splintered-reality/py_trees_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_interfaces,https://github.com/splintered-reality/py_trees_ros_interfaces.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_tutorials,https://github.com/splintered-reality/py_trees_ros_tutorials.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_viewer,https://github.com/splintered-reality/py_trees_ros_viewer.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/pybind11_json_vendor,https://github.com/open-rmf/pybind11_json_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/pybind11_vendor,https://github.com/ros2/pybind11_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AndrejOrsula/pymoveit2,https://github.com/AndrejOrsula/pymoveit2.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/python_cmake_module,https://github.com/ros2/python_cmake_module.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MRPT/python_mrpt_ros,https://github.com/MRPT/python_mrpt_ros.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/python_qt_binding,https://github.com/ros-visualization/python_qt_binding.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
StefanFabian/qml6_ros2_plugin,https://github.com/StefanFabian/qml6_ros2_plugin.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
StefanFabian/qml_ros2_plugin,https://github.com/StefanFabian/qml_ros2_plugin.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Autoware-AI/qpoases_vendor,https://github.com/Autoware-AI/qpoases_vendor.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OUXT-Polaris/quaternion_operation,https://github.com/OUXT-Polaris/quaternion_operation.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/radar_msgs-release,https://github.com/ros2-gbp/radar_msgs-release.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
RobotecAI/rai_interfaces,https://github.com/RobotecAI/rai_interfaces.git,humble|jazzy,2,1,rosdistro_release_packages:2
ros-planning/random_numbers,https://github.com/ros-planning/random_numbers.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rt-net/raspimouse_description,https://github.com/rt-net/raspimouse_description.git,humble|jazzy,2,1,rosdistro_release_packages:2
rt-net/raspimouse_ros2_examples,https://github.com/rt-net/raspimouse_ros2_examples.git,humble|jazzy,2,1,rosdistro_release_packages:2
roboception/rc_common_msgs_ros2,https://github.com/roboception/rc_common_msgs_ros2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_dynamics_api,https://github.com/roboception/rc_dynamics_api.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_genicam_api,https://github.com/roboception/rc_genicam_api.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_genicam_driver_ros2,https://github.com/roboception/rc_genicam_driver_ros2.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rcdiscover,https://github.com/roboception/rcdiscover.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/rcl_logging_syslog,https://github.com/fujitatomoya/rcl_logging_syslog.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ros2/rclpy,https://github.com/ros2/rclpy.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rcpputils,https://github.com/ros2/rcpputils.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rcutils,https://github.com/ros2/rcutils.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/reach,https://github.com/ros-industrial/reach.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-industrial/reach_ros2,https://github.com/ros-industrial/reach_ros2.git,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-controls/realtime_tools,https://github.com/ros-controls/realtime_tools.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
polymathrobotics/replay_testing,https://github.com/polymathrobotics/replay_testing.git,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
